AgeCurrent,SchoolLocation,SchoolYear,SchoolYearTEXT,SchoolFinish,IdentityEthnicity,IdentityRace,IdentityReligion,IdentityDisability,IdentityNeuro,IdentitySexuality,IdentitySexualityTEXT,IdentityGender,IdentityGenderTEXT,IdentitySex,IdentitySexTEXT,HSS1Q1,HSS1Q2,HSS2Q1,HSS2Q2,HSS3Q1,HSS3Q2,HSS4Q1,HSS4Q2,HSS5Q1,HSS5Q2,HSS6Q1,HSS6Q2,HSS7Q1,HSS7Q2,HSS8Q1,HSS8Q2,HSS9Q1,HSS9Q2,HSS10Q1,HSS10Q2,HSS11Q1,HSS11Q2,HSS12Q1,HSS12Q2,HSS13Q1,HSS13Q2,HSS14Q1,HSS14Q2,RaceDemog,ReligionDemog,GenderGroup,SexualityGroup,HSS1,HSS2,HSS3,HSS4,HSS5,HSS6,HSS7,HSS8,HSS9,HSS10,HSS11,HSS12,HSS13,HSS14,SMA_RSS
17,2,3,NA,6,16,"1,2,3,4,6",8,5,3,11,Aroace,"1,5",NA,2,NA,4,4,5,2,6,3,2,5,1,3,3,2,3,3,5,3,6,5,3,4,5,3,4,4,5,2,5,3,9,2,5,3,16,10,18,10,3,6,9,15,30,12,15,16,10,15,13.21428571
17,1,2,NA,1,"1,10,12",6,8,5,3,"1,2,7",NA,"3,4,5",NA,2,NA,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,5,2,6,3,5,4,6,6,4,3,6,5,6,2,3,1,1,1,16,1,1,1,1,1,10,18,20,36,12,30,10.64285714
16,2,1,11,NA,"11,12",6,8,5,2,"6,7",NA,2,NA,2,NA,5,3,6,4,2,2,5,4,2,1,2,2,5,3,5,5,6,6,3,3,2,3,5,4,2,3,6,6,6,2,2,2,15,24,4,20,2,4,15,25,36,9,6,20,6,36,15.85714286
23,1,2,NA,1,10,6,8,5,1,"7,8,9,11",Aromantic,3,NA,2,NA,2,2,2,1,1,2,2,2,3,2,3,2,2,2,3,2,6,4,6,5,6,4,5,4,5,3,4,3,6,2,3,3,4,2,2,4,6,6,4,6,24,30,24,20,15,12,11.35714286
16,3,1,11,NA,10,6,8,5,2,10,NA,"2,3",NA,2,NA,2,1,2,2,3,3,3,2,1,2,4,3,1,1,3,2,5,2,5,3,4,2,3,2,4,3,5,4,6,2,3,2,2,4,9,6,2,12,1,6,10,15,8,6,12,20,8.071428571
25,2,2,NA,"2,6","7,11",6,8,5,1,"6,7",NA,"3,5,6",Agender (I class myself as non-binary trans),1,NA,1,1,1,1,2,2,3,2,1,1,3,2,1,1,4,3,6,3,6,4,5,3,4,2,3,2,6,4,6,2,3,2,1,1,4,6,1,6,1,12,18,24,15,8,6,24,9.071428571
17,2,1,12,NA,10,6,8,4,1,"7,9",NA,"1,4,5",NA,2,NA,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,4,2,4,4,3,2,5,4,3,3,4,3,6,2,5,3,4,4,4,4,4,2,1,1,8,16,6,20,9,12,6.785714286
16,3,1,11,NA,10,6,8,4,1,9,NA,"3,5,6",Agender,2,NA,1,2,1,1,2,3,2,4,1,1,2,4,1,1,1,2,3,3,4,4,3,3,2,3,1,1,2,2,6,2,3,3,2,1,6,8,1,8,1,2,9,16,9,6,1,4,5.285714286
16,2,1,11,NA,6,2,8,5,1,"2,7",NA,3,NA,2,NA,4,3,4,2,5,4,3,3,3,2,3,2,2,2,5,4,6,1,6,4,6,1,6,5,5,4,6,5,2,2,3,1,12,8,20,9,6,6,4,20,6,24,6,30,20,30,14.35714286
16,2,1,11,NA,"11,12",6,8,5,1,1,NA,2,NA,2,NA,2,1,2,3,3,3,3,3,2,2,4,4,2,3,4,4,6,2,6,4,6,6,6,5,6,5,6,6,6,2,2,1,2,6,9,9,4,16,6,16,12,24,36,30,30,36,16.85714286
17,2,1,12,NA,"12,14",6,7,5,1,6,NA,2,NA,2,NA,2,2,1,1,3,2,2,2,1,1,1,1,1,1,1,1,4,5,5,5,4,5,3,3,5,5,1,4,6,3,2,2,4,1,6,4,1,1,1,1,20,25,20,9,25,4,8.714285714
16,2,1,10,NA,"6,10,12","2,6",8,5,1,"8,10",NA,5,NA,2,NA,4,2,2,2,2,2,4,2,2,2,2,2,4,2,2,2,6,4,5,4,4,4,2,2,6,4,6,4,9,2,5,2,8,4,4,8,4,4,8,4,24,20,16,4,24,24,11.14285714
17,2,1,12,NA,10,6,8,5,2,"6,7,8",NA,"3,5",NA,2,NA,1,1,2,1,2,2,1,1,1,1,3,3,1,1,1,1,4,4,5,4,5,3,1,1,2,2,4,5,6,2,3,2,1,2,4,1,1,9,1,1,16,20,15,1,4,20,6.857142857
22,2,2,NA,2,"10,11",6,8,5,2,3,NA,1,NA,1,NA,2,2,2,2,2,3,2,3,2,2,2,3,2,2,2,2,2,2,3,3,3,3,3,3,2,2,3,3,6,2,1,1,4,4,6,6,4,6,4,4,4,9,9,9,4,9,5.857142857
20,2,2,NA,"1,6",10,6,8,5,1,"2,6,7",NA,"2,3,5",NA,1,NA,1,1,1,2,2,2,2,3,1,1,1,2,1,1,2,3,4,3,5,3,4,4,2,2,1,1,2,5,6,2,4,2,1,2,4,6,1,2,1,6,12,15,16,4,1,10,5.785714286
16,2,1,11,NA,12,6,8,5,1,1,NA,2,NA,2,NA,2,5,3,5,4,4,1,3,3,3,2,5,2,4,3,5,6,5,4,4,5,5,3,3,2,3,1,6,6,2,2,1,10,15,16,3,9,10,8,15,30,16,25,9,6,6,12.71428571
16,1,1,11,NA,"10,11,12",6,2,4,2,"1,9",NA,2,NA,2,NA,4,4,4,2,5,4,5,5,1,1,6,4,1,1,6,4,6,2,5,2,5,2,6,5,5,2,6,6,6,1,2,3,16,8,20,25,1,24,1,24,12,10,10,30,10,36,16.21428571
19,2,2,NA,"1,6",10,6,8,6,1,6,NA,2,NA,2,NA,3,2,1,1,1,1,3,2,3,2,1,1,1,1,5,3,6,4,6,4,6,3,2,1,4,3,6,5,6,2,2,2,6,1,1,6,6,1,1,15,24,24,18,2,12,30,10.5
20,2,2,NA,1,10,6,8,5,2,1,NA,2,NA,2,NA,3,1,1,1,2,1,2,1,1,1,3,2,1,2,1,1,5,3,5,4,4,4,5,5,1,2,6,6,6,2,2,1,3,1,2,2,1,6,2,1,15,20,16,25,2,36,9.428571429
16,1,1,11,NA,"1,3",6,8,5,1,"2,7",NA,"3,6",genderqueer,2,NA,2,3,1,1,4,3,1,1,1,1,5,5,1,1,1,3,3,1,2,4,1,1,1,1,4,6,4,6,6,2,3,1,6,1,12,1,1,25,1,3,3,8,1,1,24,24,7.928571429
17,3,1,11,NA,10,6,6,4,1,"4,9",NA,"1,5",NA,2,NA,4,4,4,3,5,4,3,2,3,3,4,3,4,4,6,5,6,5,5,4,6,5,5,5,6,5,6,6,6,1,5,3,16,12,20,6,9,12,16,30,30,20,30,25,30,36,20.85714286
18,1,2,NA,6,10,6,8,5,3,"6,9",NA,"3,5",NA,2,NA,3,1,2,2,2,2,3,1,2,1,3,2,2,1,2,2,5,3,6,3,5,2,3,2,3,2,5,3,6,2,3,2,3,4,4,3,2,6,2,4,15,18,10,6,6,15,7
17,2,1,12,NA,10,6,8,5,3,"1,11",demiaroace,"2,3,4",NA,2,NA,3,1,3,2,4,4,3,2,2,2,5,3,2,2,5,4,6,1,6,3,6,1,6,3,6,4,6,5,6,2,3,1,3,6,16,6,4,15,4,20,6,18,6,18,24,30,12.57142857
16,2,1,10,NA,10,6,8,5,1,1,NA,2,NA,2,NA,5,3,4,4,6,5,4,4,3,3,6,6,4,4,5,4,3,1,2,1,3,1,4,4,6,5,6,6,6,2,2,1,15,16,30,16,9,36,16,20,3,2,3,16,30,36,17.71428571
22,2,2,NA,3,10,6,8,5,2,3,NA,1,NA,1,NA,3,1,4,1,4,3,3,1,2,1,2,2,1,1,1,1,3,2,3,3,3,3,4,5,1,1,2,3,6,2,1,1,3,4,12,3,2,4,1,1,6,9,9,20,1,6,5.785714286
24,2,2,NA,3,"10,12",6,8,5,1,"9,11",Aromantic,"3,4",NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,5,4,5,5,4,3,2,2,4,4,6,2,3,3,1,1,1,1,1,1,1,1,30,20,25,12,4,16,8.214285714
23,2,2,NA,3,"5,14,16",7,7,5,2,3,NA,1,NA,1,NA,4,2,2,2,5,3,5,4,3,3,6,5,3,4,2,2,6,5,6,6,6,6,5,5,2,2,6,6,7,3,1,1,8,4,15,20,9,30,12,4,30,36,36,25,4,36,19.21428571
17,2,1,12,NA,"9,10,12","1,6",8,5,1,"1,2,7",NA,4,NA,2,NA,3,5,2,3,4,4,3,4,2,3,3,3,3,4,5,6,6,6,6,5,5,5,6,6,4,4,6,6,9,2,3,1,15,6,16,12,6,9,12,30,36,30,25,36,16,36,20.35714286
16,1,1,11,NA,"11,12",6,4,5,2,"8,9",NA,"2,4",NA,2,NA,2,1,3,1,4,2,4,2,4,1,4,1,2,1,3,3,5,3,4,4,4,3,3,3,2,2,4,3,6,1,3,3,2,3,8,8,4,4,2,9,15,16,12,9,4,12,7.714285714
21,2,2,NA,6,10,6,8,5,1,"2,7,9,11",Demisexual,"3,5",NA,5,NA,6,2,3,4,6,1,6,2,2,1,6,1,4,2,4,3,6,6,5,3,4,2,5,5,1,2,1,4,6,2,NA,3,12,12,6,12,2,6,8,12,36,15,8,25,2,4,11.42857143
17,1,1,12,NA,9,1,8,5,2,1,NA,2,NA,2,NA,5,4,4,4,1,1,3,3,4,5,3,3,4,4,3,3,6,6,1,1,4,4,4,4,3,3,6,6,1,2,2,1,20,16,1,9,20,9,16,9,36,1,16,16,9,36,15.28571429
21,2,2,NA,6,12,6,7,6,3,9,NA,"3,4,5",NA,2,NA,3,2,1,2,3,1,2,2,2,1,1,2,1,1,1,1,4,4,4,3,3,1,5,3,5,2,5,5,6,3,3,3,6,2,3,4,2,2,1,1,16,12,3,15,10,25,7.285714286
22,2,2,NA,"2,6","6,10,12","2,6",8,5,2,"6,7",NA,2,NA,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5,3,5,4,3,3,2,1,1,1,1,1,9,2,2,2,4,4,4,4,4,4,4,2,15,20,9,2,1,1,5.571428571
16,1,1,11,NA,"2,7","3,4",2,5,1,"4,6,8",NA,2,NA,2,NA,2,2,1,1,3,3,3,2,1,1,4,3,1,1,2,2,5,4,4,3,4,3,4,2,3,3,5,4,9,1,2,2,4,1,9,6,1,12,1,4,20,12,12,8,9,20,8.5
17,2,2,NA,4,"9,10","1,6",8,5,2,3,NA,1,NA,2,NA,4,3,3,2,4,3,4,3,3,2,4,3,3,2,4,4,5,4,4,4,4,3,5,4,5,4,5,4,9,2,5,1,12,6,12,12,6,12,6,16,20,16,12,20,20,20,13.57142857
23,2,2,NA,1,12,6,8,5,2,"1,7",NA,2,NA,2,NA,3,2,2,1,4,2,1,1,2,1,1,1,2,1,6,5,6,4,6,5,6,5,6,6,5,5,6,6,6,2,2,1,6,2,8,1,2,1,2,30,24,30,30,36,25,36,16.64285714
16,1,1,11,NA,10,7,8,5,2,"2,6",NA,2,NA,2,NA,2,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,4,3,4,2,4,2,4,2,4,2,4,3,7,2,2,2,2,1,1,1,4,1,2,4,12,8,8,8,8,12,5.142857143
25,2,2,NA,3,"10,11",6,8,5,1,"1,11",Demisexual,2,NA,2,NA,1,1,1,1,2,2,1,1,1,1,2,1,1,1,3,2,5,2,6,4,6,3,5,4,5,4,6,6,6,2,2,1,1,1,4,1,1,2,1,6,10,24,18,20,20,36,10.35714286
16,2,1,11,NA,12,6,6,5,1,1,NA,2,NA,2,NA,6,5,6,4,6,3,6,4,3,1,2,2,6,4,4,2,6,6,6,5,6,5,6,4,6,5,6,6,6,1,2,1,30,24,18,24,3,4,24,8,36,30,30,24,30,36,22.92857143
22,2,2,NA,6,10,6,8,5,1,"3,6,7,10",NA,"1,5",NA,2,NA,5,1,2,1,5,5,4,2,1,1,5,4,1,2,6,6,6,6,6,6,5,6,6,6,2,1,5,4,6,2,5,2,5,2,25,8,1,20,2,36,36,36,30,36,2,20,18.5
16,2,1,11,NA,10,6,2,5,1,10,NA,"2,5",NA,1,NA,6,4,5,4,3,3,6,5,5,5,6,6,6,6,4,2,6,6,6,6,4,5,6,6,2,2,4,3,6,1,4,2,24,20,9,30,25,36,36,8,36,36,20,36,4,12,23.71428571
16,2,1,11,NA,7,7,8,6,3,9,NA,2,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23,3,2,NA,3,12,6,8,4,1,"7,11",Demisexual panromantic,2,NA,2,NA,1,1,1,1,3,3,2,2,1,1,1,1,1,1,1,1,4,2,5,4,1,1,1,1,1,1,1,1,6,2,2,4,1,1,9,4,1,1,1,1,8,20,1,1,1,1,3.642857143
16,2,1,10,NA,9,1,7,6,3,4,NA,1,NA,2,NA,5,6,5,5,6,5,6,6,4,5,4,5,5,6,6,6,6,6,5,4,6,4,6,5,5,5,5,6,1,3,5,1,30,25,30,36,20,20,30,36,36,20,24,30,25,30,28
16,2,1,11,NA,10,6,8,4,1,2,NA,2,NA,2,NA,3,3,2,2,2,2,3,3,1,1,2,2,2,2,3,3,4,5,5,5,3,3,4,4,3,2,2,2,6,2,2,1,9,4,4,9,1,4,4,9,20,25,9,16,6,4,8.857142857
18,2,2,NA,4,10,6,8,5,2,7,NA,3,NA,2,NA,3,4,4,2,2,3,5,5,2,3,6,6,2,2,5,5,2,2,1,5,1,1,3,6,1,3,6,5,6,2,3,4,12,8,6,25,6,36,4,25,4,5,1,18,3,30,13.07142857
17,1,2,NA,7,6,2,8,5,2,9,NA,3,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,6,5,6,5,6,5,6,6,6,2,6,4,2,2,3,3,1,1,1,1,1,1,1,4,30,30,30,36,12,24,12.35714286
18,3,2,NA,6,"3,10",6,8,5,3,7,NA,4,NA,2,NA,2,1,2,2,1,1,2,3,2,1,3,3,2,2,3,2,5,4,5,4,4,4,6,4,4,3,4,4,6,2,3,4,2,4,1,6,2,9,4,6,20,20,16,24,12,16,10.14285714
25,1,2,NA,2,10,6,8,5,2,"2,6",NA,2,NA,2,NA,5,2,2,2,5,2,5,2,4,2,4,2,4,2,4,2,2,2,4,3,3,2,3,2,4,2,5,3,6,2,2,2,10,4,10,10,8,8,8,8,4,12,6,6,8,15,8.357142857
17,2,1,12,NA,"10,11,12",6,8,5,2,"3,4",NA,1,NA,1,NA,4,5,5,5,6,6,4,3,2,2,6,6,4,2,6,6,6,5,6,5,6,6,6,6,5,5,4,6,6,2,1,1,20,25,36,12,4,36,8,36,30,30,36,36,25,24,25.57142857
24,2,2,NA,"1,6",10,6,8,5,1,"2,6,7",NA,1,NA,1,NA,1,2,1,1,3,2,2,2,2,1,4,2,1,1,2,2,1,1,1,1,1,1,3,3,3,2,5,5,6,2,1,2,2,1,6,4,2,8,1,4,1,1,1,9,6,25,5.071428571
17,2,1,12,NA,10,6,6,5,1,6,NA,1,NA,1,NA,1,2,1,1,1,2,3,2,1,1,1,2,1,2,1,1,4,3,3,3,2,2,1,1,2,2,1,4,6,1,1,2,2,1,2,6,1,2,2,1,12,9,4,1,4,4,3.642857143
17,1,1,12,NA,"10,11,12",6,8,5,1,"6,7,8,9,10",NA,"2,3,4,5",NA,1,NA,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,5,5,6,6,5,5,5,5,3,3,5,5,6,2,4,2,1,1,4,1,1,4,1,1,25,36,25,25,9,25,11.35714286
23,2,2,NA,1,"10,11",6,8,5,3,"2,6,10",NA,"4,5",NA,1,NA,2,2,1,3,2,2,1,4,1,1,2,2,1,2,1,1,5,6,5,5,4,5,1,3,2,1,1,2,6,2,3,2,4,3,4,4,1,4,2,1,30,25,20,3,2,2,7.5
16,3,1,11,NA,10,6,8,5,2,"9,11",Panromantic,3,NA,2,NA,4,6,2,5,6,5,4,3,2,4,4,5,3,2,3,2,6,3,6,4,4,3,2,6,6,6,4,4,6,2,3,3,24,10,30,12,8,20,6,6,18,24,12,12,36,16,16.71428571
16,2,1,11,NA,"6,10","2,6",7,6,1,9,NA,3,NA,2,NA,3,5,2,1,6,6,3,1,1,1,3,5,1,2,1,1,4,6,4,6,3,6,4,6,4,5,6,6,9,3,3,3,15,2,36,3,1,15,2,1,24,24,18,24,20,36,15.78571429
16,1,1,11,NA,"10,12",6,2,4,1,"6,7",NA,2,NA,2,NA,3,4,3,2,4,3,4,2,5,3,6,6,4,2,4,3,6,6,6,6,6,6,3,5,3,3,5,5,6,1,2,2,12,6,12,8,15,36,8,12,36,36,36,15,9,25,19
24,1,2,NA,3,"7,10,12","4,6",8,5,2,"6,10",NA,2,NA,2,NA,2,1,3,2,1,1,2,2,1,1,1,1,1,1,1,1,4,3,5,4,5,3,3,4,4,3,5,5,9,2,2,2,2,6,1,4,1,1,1,1,12,20,15,12,12,25,8.071428571
16,2,1,10,1,10,6,8,5,2,3,NA,"3,4",NA,1,NA,5,3,4,6,4,4,4,3,1,1,1,6,2,3,1,2,5,6,4,5,2,4,2,3,3,2,1,5,6,2,3,1,15,24,16,12,1,6,6,2,30,20,8,6,6,5,11.21428571
22,2,2,NA,1,"10,12",6,8,4,1,"4,6",NA,2,NA,2,NA,2,1,1,2,3,1,3,3,1,2,3,1,2,1,1,1,6,4,6,4,3,4,3,1,3,2,4,2,6,2,2,2,2,2,3,9,2,3,2,1,24,24,12,3,6,8,7.214285714
16,1,1,10,NA,10,6,8,5,2,3,NA,1,NA,1,NA,5,4,2,3,4,2,5,4,4,5,6,4,5,3,4,4,6,4,6,4,5,4,4,6,4,5,6,6,6,2,1,1,20,6,8,20,20,24,15,16,24,24,20,24,20,36,19.78571429
24,3,2,NA,2,"10,12",6,2,5,2,6,NA,1,NA,1,NA,1,1,1,1,1,1,1,1,1,1,3,2,1,1,2,1,6,4,6,6,5,4,1,1,1,1,1,1,6,1,1,2,1,1,1,1,1,6,1,2,24,36,20,1,1,1,6.928571429
17,3,1,12,NA,10,6,8,4,1,"1,7,9",NA,"2,3",NA,2,NA,6,2,4,2,5,3,6,5,2,1,3,3,2,1,6,5,6,6,6,6,5,5,4,2,6,4,6,5,6,2,3,3,12,8,15,30,2,9,2,30,36,36,25,8,24,30,19.07142857
16,2,1,11,NA,"10,12",6,8,5,1,"2,7,8,9",NA,"3,5",NA,2,NA,5,4,3,3,3,4,4,3,2,3,6,6,4,6,4,4,6,2,6,5,5,3,6,5,6,6,6,6,6,2,3,3,20,9,12,12,6,36,24,16,12,30,15,30,36,36,21
17,3,1,12,NA,10,6,8,5,1,6,NA,"2,6",I use any pronouns even though I mostly align with being a woman,2,NA,2,1,1,1,2,2,2,2,1,1,1,1,1,1,3,2,5,3,6,3,5,3,4,3,4,3,5,5,6,2,NA,2,2,1,4,4,1,1,1,6,15,18,15,12,12,25,8.357142857
16,2,1,11,NA,10,6,8,5,2,"6,8",NA,2,NA,2,NA,1,1,2,1,1,1,2,1,1,1,2,2,1,1,3,3,5,1,2,1,3,1,3,3,3,4,5,6,6,2,2,2,1,2,1,2,1,4,1,9,5,2,3,9,12,30,5.857142857
17,3,1,12,NA,"10,12",6,8,4,2,6,NA,2,NA,2,NA,1,1,1,1,1,1,2,2,2,2,2,4,1,1,1,1,4,2,5,4,4,3,1,1,2,2,4,4,6,2,2,2,1,1,1,4,4,8,1,1,8,20,12,1,4,16,5.857142857
20,1,2,NA,1,"7,10,12",6,8,5,3,"1,2,7",NA,2,NA,2,NA,2,3,3,2,5,4,2,1,1,1,6,6,1,2,6,6,6,6,6,6,5,3,6,5,5,6,6,6,6,2,2,1,6,6,20,2,1,36,2,36,36,36,15,30,30,36,20.85714286
17,2,1,12,NA,"10,11,12",6,8,5,1,"2,7,9",NA,3,NA,2,NA,4,3,4,3,5,4,5,3,6,4,5,4,3,2,5,4,6,4,6,6,5,4,6,5,5,3,6,5,6,2,3,3,12,12,20,15,24,20,6,20,24,36,20,30,15,30,20.28571429
19,2,2,NA,8,10,6,4,4,1,"1,2,9",NA,"3,4,6",agender,5,NA,3,1,2,1,4,1,1,1,1,1,6,3,1,1,1,1,6,6,4,6,6,6,6,6,1,1,3,1,6,1,3,3,3,2,4,1,1,18,1,1,36,24,36,36,1,3,11.92857143
23,2,2,NA,1,10,6,8,5,3,6,NA,"1,3,5",NA,2,NA,1,2,1,2,4,3,2,1,1,1,3,2,1,1,2,3,5,5,4,4,3,3,3,3,1,1,2,3,6,2,5,2,2,2,12,2,1,6,1,6,25,16,9,9,1,6,7
17,2,1,11,NA,"10,12",6,8,5,1,3,NA,1,NA,1,NA,4,2,5,3,4,4,5,4,1,1,6,6,3,2,5,5,6,6,6,6,6,6,5,3,3,2,5,4,6,2,1,1,8,15,16,20,1,36,6,25,36,36,36,15,6,20,19.71428571
16,2,1,11,NA,10,6,7,5,2,"2,7,10",NA,"3,6",Queer,2,NA,3,3,2,2,5,4,4,4,3,2,6,4,2,2,5,3,6,6,5,6,5,6,5,6,2,4,5,6,6,3,3,2,9,4,20,16,6,24,4,15,36,30,30,30,8,30,18.71428571
17,2,1,12,7,10,7,8,5,3,"2,6,10",NA,2,NA,2,NA,1,1,3,2,2,1,4,3,2,1,2,1,2,1,2,1,6,6,6,6,6,6,6,6,5,4,6,6,7,2,2,2,1,6,2,12,2,2,2,2,36,36,36,36,20,36,16.35714286
19,1,2,NA,"1,6","10,16",6,8,5,2,10,NA,"1,5",NA,2,NA,2,1,3,3,5,4,2,3,2,3,5,4,1,2,5,5,6,2,4,5,4,2,5,5,4,4,4,4,6,2,5,2,2,9,20,6,6,20,2,25,12,20,8,25,16,16,13.35714286
16,2,1,11,NA,10,6,8,4,1,"4,6,8",NA,"1,2,5,6",Bigender,2,NA,2,3,1,1,5,3,3,2,1,1,5,4,1,2,5,3,6,4,5,4,4,4,4,5,2,3,5,5,6,2,3,2,6,1,15,6,1,20,2,15,24,20,16,20,6,25,12.64285714
16,2,1,11,NA,16,6,8,5,1,"2,6,7,8",NA,"2,6",Questioning,2,NA,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,4,1,2,1,1,1,1,1,2,2,3,2,6,2,3,2,1,1,6,1,1,1,1,1,4,2,1,1,4,6,2.214285714
17,3,1,12,NA,10,6,8,5,2,1,NA,2,NA,2,NA,2,2,1,1,1,1,3,3,1,1,1,1,1,1,2,2,3,3,4,3,3,3,5,5,2,2,5,6,6,2,2,1,4,1,1,9,1,1,1,4,9,12,9,25,4,30,7.928571429
21,2,2,NA,"1,6",8,2,8,5,1,"6,10",NA,1,NA,1,NA,5,2,2,1,2,1,4,3,1,1,6,5,3,3,4,2,6,4,6,5,6,5,6,6,5,3,6,5,2,2,1,2,10,2,2,12,1,30,9,8,24,30,30,36,15,30,17.07142857
17,2,1,12,NA,"10,12",6,8,5,2,9,NA,2,NA,2,NA,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,NA,NA,NA,NA,NA,NA,6,2,2,3,1,1,1,2,1,1,1,1,2,4,2,NA,NA,NA,NA
16,2,1,11,NA,10,6,8,5,1,10,NA,3,NA,2,NA,4,2,1,1,2,1,2,1,1,1,1,1,2,2,3,2,6,6,6,6,6,6,3,5,3,3,5,6,6,2,3,2,8,1,2,2,1,1,4,6,36,36,36,15,9,30,13.35714286
21,1,2,NA,2,12,6,8,5,2,6,NA,1,NA,1,NA,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,2,5,3,3,3,1,1,2,2,1,1,3,4,6,2,1,2,1,1,6,1,1,1,1,2,15,9,1,4,1,12,4
16,1,1,11,NA,"10,13","5,6",8,4,1,"3,7,8,9,11",Omniromantic,"1,3,5",NA,2,NA,5,6,5,6,6,6,6,6,3,4,5,6,2,3,6,6,6,6,6,6,4,5,6,6,5,5,6,6,9,2,5,3,30,30,36,36,12,30,6,36,36,36,20,36,25,36,28.92857143
23,2,2,NA,3,10,6,8,5,1,"6,7",NA,"2,3",NA,2,NA,3,2,4,2,5,3,5,2,1,1,6,6,2,1,6,6,6,6,6,6,6,6,5,6,5,5,6,6,6,2,3,2,6,8,15,10,1,36,2,36,36,36,36,30,25,36,22.35714286
19,2,2,NA,"1,6","10,12",6,2,4,1,6,NA,"1,5",NA,2,NA,3,2,1,1,4,3,4,3,1,1,5,4,2,2,5,4,5,4,5,4,2,2,3,2,2,1,4,4,6,1,5,2,6,1,12,12,1,20,4,20,20,20,4,6,2,16,10.28571429
17,2,1,11,NA,10,6,8,5,2,"1,2,3,7",NA,2,NA,2,NA,2,1,1,2,2,2,3,2,3,3,2,2,2,1,3,2,5,2,5,4,4,2,5,5,6,5,5,4,6,2,2,1,2,2,4,6,9,4,2,6,10,20,8,25,30,20,10.57142857
17,2,1,12,NA,10,6,8,5,1,"6,7,10,11","Omnisexual, demisexual","3,4,5,6","Agender, genderfaun",2,NA,6,2,5,4,4,3,6,5,4,3,6,4,3,1,4,3,6,3,6,5,5,3,4,3,5,3,6,5,6,2,3,2,12,20,12,30,12,24,3,12,18,30,15,12,15,30,17.5
22,2,2,NA,3,10,6,8,6,3,"2,9",NA,3,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,3,1,2,1,6,2,3,3,1,1,1,1,1,1,1,1,1,8,1,1,3,2,1.714285714
17,2,1,11,NA,10,6,2,5,2,"3,8",NA,1,NA,1,NA,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,6,4,3,3,2,2,2,2,1,1,1,1,6,1,1,1,4,1,1,1,1,4,1,1,24,9,4,4,1,1,4.071428571
17,3,1,12,NA,10,6,8,5,2,3,NA,1,NA,1,NA,2,1,3,2,1,1,2,2,1,1,3,4,1,1,3,3,4,4,4,5,4,4,3,3,2,1,1,1,6,2,1,1,2,6,1,4,1,12,1,9,16,20,16,9,2,1,7.142857143
16,2,1,11,NA,12,6,8,5,1,"1,2,7",NA,2,NA,2,NA,3,4,5,3,5,5,5,5,2,2,6,5,2,1,6,5,6,5,6,4,5,4,6,6,6,6,6,6,6,2,2,1,12,15,25,25,4,30,2,30,30,24,20,36,36,36,23.21428571
20,2,2,NA,4,10,6,2,4,1,6,NA,2,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,6,5,5,5,NA,NA,1,1,1,1,6,1,2,2,1,1,1,1,1,1,1,1,30,30,25,NA,1,1,NA
17,2,1,12,NA,10,6,8,4,1,"4,7",NA,1,NA,2,NA,4,4,3,2,5,5,3,3,2,2,4,3,2,1,5,5,3,1,5,4,2,1,2,3,3,2,4,4,6,2,5,1,16,6,25,9,4,12,2,25,3,20,2,6,6,16,10.85714286
25,2,2,NA,1,"10,12",6,8,5,1,"3,4",NA,"1,5",NA,2,NA,2,1,2,2,3,2,4,2,4,2,5,3,2,1,4,2,6,3,5,4,3,2,1,1,4,2,5,4,6,2,5,1,2,4,6,8,8,15,2,8,18,20,6,1,8,20,9
17,1,1,12,NA,"2,12",6,8,5,2,6,NA,2,NA,2,NA,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,6,6,5,5,6,6,6,6,2,2,1,3,6,2,2,2,1,1,2,2,1,1,1,1,36,25,36,36,4,3,10.71428571
17,1,1,11,NA,8,2,8,5,2,"4,7,8,11",Aromantic,1,NA,2,NA,3,2,1,2,1,1,3,3,1,1,4,4,2,3,1,1,6,6,4,5,3,3,1,1,1,1,2,3,2,2,5,1,6,2,1,9,1,16,6,1,36,20,9,1,1,6,8.214285714
